EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
825350631,MERO SATHI NEPAL,% CHRISTINE ELLISON,3139 10TH ST,BOULDER,CO,80304-2523,0000,03,3,1000,201805,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,P12,
825351944,WILD ROSE MUSTANG ADVOCACY GROUP INCORPORATED,,3512 SWAN LN,FORT COLLINS,CO,80524-1363,0000,03,3,1240,201805,1,16,000000000,1,01,202412,3,4,01,0,12,47007,119840,109517,D20,
825352697,LEAD WITH LOVE INC,% ABBY STERN,PO BOX 4829,ASPEN,CO,81612-4829,0000,03,3,2000,201810,1,15,000000000,1,01,202412,2,3,02,0,12,22042,36055,36055,T40,
825352925,SAINT SPYRIDON PHILOPTOCHOS - CHAPTER 8016,% DIANA FAABORG - TREASURER,807 W 29TH ST,LOVELAND,CO,80538-2659,0000,03,3,7000,201808,1,10,000000000,5,01,,0,0,06,0,06,,,,T50,
825355872,LANDOWNERS OF LA PLATA,,361 SOUTH CAMINO DEL RIO 220,DURANGO,CO,81303-7997,0000,03,3,2000,202507,1,16,000000000,1,01,,0,0,02,0,12,,,,B01,
825357209,DENVER ELITE DIAMONDZ LLC,% ADRIENNE DENISE WILLIAMS-SHEAD SO,22067 E 45TH PL,AURORA,CO,80019-3621,0000,03,3,1200,202410,1,15,000000000,1,01,,0,0,02,0,12,,,,A62,ADRIENNE DENISE WILLIAMS-SHEAD SOLE
825358084,TROUT UNLIMITED,% JOSHUA RANK,PO BOX 417,CORTEZ,CO,81321-0417,2266,03,9,1200,197203,1,15,000000000,5,01,202503,0,0,02,0,03,0,0,0,,145 DOLORES RIVER ANGLERS CHAPTER
825360623,TRAILHEAD COVENANT CHURCH,,PO BOX 1628,LONGMONT,CO,80502-1628,2650,03,9,7000,197507,1,10,000000000,5,01,,0,0,06,0,01,,,,,
825372671,SEVERANCE WRESTLING CLUB,,1569 MONTEREY VALLEY PKWY,SEVERANCE,CO,80550-3278,0000,03,3,1000,201805,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,N60,
825380760,ANIMAS CITY FARMERS MARKET,,12186 COUNTY ROAD 250,DURANGO,CO,81301-3720,0000,03,3,1000,201806,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,K99,
825382652,ROTARY CLUB OF CEDAREDGE FOUNDATION,% RICHARD UDD,1495 SE 3RD ST,CEDAREDGE,CO,81413-4221,0000,03,3,1000,201805,1,16,000000000,1,01,202506,0,0,02,0,06,0,0,0,S80,
825391512,FLUME FOUNDATION,% RYAN PATERSON,378 S CORONA ST,DENVER,CO,80209-2428,0000,03,3,1000,201908,1,15,000000000,1,01,202412,3,4,01,0,12,85228,114988,114988,T12,
825395774,RANCH HAVEN AT CRAWFORD,% THE RANCH HAVEN AT CRAWFORD,42736 D RD,CRAWFORD,CO,81415-9330,0000,03,3,7000,201807,1,16,000000000,1,01,202412,2,4,01,0,12,18856,122540,122540,X20,RANCH HAVEN
825396079,ME 4 MY NEIGHBOR,% KENNEDY O OKUMU,3404 RIALTO AVE,EVANS,CO,80620-8913,0000,03,3,1000,201807,1,15,000000000,1,01,202301,0,0,02,0,01,0,0,0,P12,
825407160,PROJECT MOSES COLORADO,% RICHARD ROY BLAKE,3879 E 120TH AVENUE 131,THORNTON,CO,80233-1658,0000,03,3,1270,201902,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,Q70,
825410086,FUTURE LEGENDS FOUNDATION,% RYAN SPILBORGHS,801 DIAMOND VALLEY DR,WINDSOR,CO,80550-3295,0000,03,3,1000,202207,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,N30,
825410940,PARENT BOOSTER USA INC,% SANTIAGO SIENEROS,9700 W 8TH AVE,LAKEWOOD,CO,80215-5807,5271,03,9,2100,200510,1,16,000000000,1,01,202501,0,0,02,0,01,0,0,0,B112,LAKEWOOD TIGER WRESTLING CLUB INC
825415902,ALL CLEAR FOUNDATION,,1801 WEWATTA ST 11TH FLOOR,DENVER,CO,80202-6318,0000,03,3,1000,201809,1,15,000000000,1,01,202312,0,4,01,0,12,0,244240,244240,M12,
825416889,D&T FISH FOUNDATION,,13005 LOWELL BLVD,BROOMFIELD,CO,80020-5514,0000,03,3,4000,201806,1,04,000000000,1,01,202412,4,3,00,1,12,189575,70834,,D30,
825419614,COLFAX AVENUE MUSEUM INC,% CHRISTOPHER J BARBER,PO BOX 460954,DENVER,CO,80246-0954,0000,03,3,1230,201805,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,A50,
825429690,DONT SUGAR COAT IT,,9623 MOSS ROSE CIR,HGHLNDS RANCH,CO,80129-6435,0000,03,3,1000,201811,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,W12,
825430855,EVAN SPEAR FOUNDATION,,2412 IRIS AVE,BOULDER,CO,80304-2316,0000,03,3,1200,201805,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,Z99,
825432218,JOINT FORCES VETERANS ALLIANCE,% JOE SEARCY,PO BOX 225,FRANKTOWN,CO,80116-0225,0000,03,3,1000,202306,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,F80,
825432745,COLORADO LEAN NETWORK,,1312 17TH STREET SUITE 535,DENVER,CO,80202-1508,0000,03,3,2000,202002,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,B03,
825440049,SOUTHWEST YOUTH ATHLETICS ASSOCIATION,,4801 S HOLLAND WAY,LITTLETON,CO,80123-1030,0000,03,3,1000,201811,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,N60,
825441594,10TH MOUNTAIN LACROSSE INC,% MATTHEW R MARKS,1739 SIERRA TRAIL UNIT 1B,VAIL,CO,81657-4364,0000,03,3,1000,202209,1,16,000000000,1,01,202412,3,4,01,0,12,90103,192968,192192,N40,
825441629,BROOMFIELD BIRD CLUB,% DONNA STUMPP,1929 MEAGAN WAY,ERIE,CO,80516-8960,0000,03,3,1200,201811,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,T50,
825443285,CARE TAKERS OF TRADITION,,248 WELCH AVE,BERTHOUD,CO,80513-5028,0000,03,3,2000,201807,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,P20,
825444404,BROKEN SHARDS PRISON MINISTRY,,701 TWINKLE RD,GUFFEY,CO,80820-9732,0000,03,3,1200,201806,1,16,000000000,1,01,202212,0,0,02,0,12,0,0,0,I43,
825446157,ROCKY MOUNTAIN BIEWER TERRIER CLUB,,33 N CHESTNUT ST,CORTEZ,CO,81321-3101,0000,03,3,1200,201904,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,D60,
825447499,MENHENNETT FOUNDATION,,PO BOX 833,KREMMLING,CO,80459-0833,0000,03,3,1200,201806,1,04,000000000,5,01,202412,3,3,00,1,12,36419,26473,,W12,
825449334,OBES ANGELS RESCUE INC,,27100 HIGHWAY 184,DOLORES,CO,81323-9214,0000,03,3,1200,201805,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,D20,
825451834,MOMS CLUB,% REBECCA WEBER,930 MIRCOS ST,ERIE,CO,80516-5414,3706,03,9,2100,200102,1,16,000000000,5,01,202506,0,0,01,0,06,0,0,0,P2C,ERIE LAFAYETTE
825452050,UNITED BROTHERHOOD OF CAPRENTERS & JOINERS OF AMERICA,,4290 HOLLY ST,DENVER,CO,80216-4531,0143,05,9,3000,194010,2,00,000000000,5,01,202506,4,5,01,0,06,132935,593735,593009,,LOCAL 555
825457734,POLARIS ALASKAN MALAMUTE RESCUE INC,% SHARON NICHOLS,4450 ARAPAHOE AVE STE 110,BOULDER,CO,80303-9102,0000,03,3,1000,201904,1,03,000000000,1,01,202412,2,2,00,1,12,12683,12627,,D20,
825459305,GOSPEL PENTECOSTAL CHURCH,% KIBINDA NJONGO ANTWANI,1960 E 95TH AVE,THORNTON,CO,80229-3625,0000,03,3,7000,201906,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
825459320,UNITED LIBERIAN ORGANIZATION OFCOLORADO,,1177 S COOLIDGE CIR,AURORA,CO,80018-6108,0000,03,3,1230,201805,1,15,000000000,1,01,202510,1,4,01,0,10,641,243574,243574,R20,ULOC
825459794,GLOBAL REFUGEE SOLUTIONS INC,% NIGUSSE BEYEN,14211 E 4TH AVE STE 3-220,AURORA,CO,80011-8736,0000,03,3,1200,202105,1,16,000000000,1,01,202412,3,4,01,0,12,98615,331769,331769,Q71,
825479474,BLACK OPS RESCUE,% KELLEY FORRESTER,10499 PEARL WAY,NORTHGLENN,CO,80233-4123,0000,03,3,1000,201806,1,15,000000000,1,01,202409,3,3,01,0,09,78717,89301,89301,D99,
825485363,SUMMIT AT THE SUMMIT,% DON LATHAM,4216 FILTER PLANT RD,BELLVUE,CO,80512-7116,0000,03,3,1200,201805,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,K99,
825487165,FAMILY HEALTH WEST FOUNDATION,% STACEY MASCARENAS,228 N CHERRY ST,FRUITA,CO,81521-2101,0000,03,3,1000,201812,1,15,000000000,1,01,202412,4,4,01,0,12,384126,180962,98173,E19,
825487882,COLORADO SPRINGS PHILHARMONIC FOUNDATION,% NATHAN NEWBROUGH,PO BOX 1266,COLORADO SPGS,CO,80901-1266,0000,03,3,1000,201912,1,21,000000000,1,01,202507,6,4,01,0,07,4314928,329712,329712,A12,
825488674,ATA FOUNDATION INC,% STACY WESTOVER,10807 NEW ALLEGIANCE DR STE 240,COLORADO SPGS,CO,80921-3803,0000,03,3,1000,201908,1,17,000000000,1,01,202412,1,0,02,0,12,1,0,0,T11,
825490080,GET ON YOUR FEET,% MONICA L GILBERT,10660 E COLFAX AVE STE A,AURORA,CO,80010-5048,0000,03,3,1000,201910,1,16,000000000,1,01,202506,4,5,01,0,06,109182,712298,712298,I40,
825492401,NIMAN RANCH NEXT GENERATION FOUNDATION,,1765 W 121ST AVE STE 400,WESTMINSTER,CO,80234-2332,0000,03,3,2000,201903,1,15,000000000,1,01,202512,5,4,01,0,12,575763,330968,330968,B82,
825493158,DOTSERO PRAISE FELLOWSHIP,% STEPHEN WATTS,PO BOX 40217,DENVER,CO,80204-0217,0000,03,3,1270,201805,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,F50,
825493597,ZONTA INTERNATIONAL,% BRIDGET MASTERS,3416 LOCHLOMOND CT,LAPORTE,CO,80535-9340,1219,04,9,1300,195305,2,00,602040575,5,01,202505,0,0,02,0,05,0,0,0,,COLORADO NORTH FORTY
825506154,CANON SANGHA,,202 CIRCLE DR W,CANON CITY,CO,81212-2439,0000,03,3,2000,201806,1,16,000000000,5,01,202512,0,0,02,0,12,0,0,0,X50,
825514011,GATEWAY TO WELLNESS FOUNDATION INC,,3850 GRANT AVE STE 100,LOVELAND,CO,80538-8431,0000,03,3,1000,202410,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,E50,
825523510,NEIGHBORS IN HUMANITY INC,% SHAD FINNEY,1942 BROADWAY STE 314C,BOULDER,CO,80302-5233,0000,03,3,1000,202208,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,P20,
825527585,GLENWOOD SPRINGS CITIZENS ALLIANCE,% LEO MCKINNEY,PO BOX 2471,GLENWOOD SPGS,CO,81602-2471,0000,03,3,2000,201902,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,C01,
826519408,PEACE OF MIND CHARITABLE TRUST,% MATTHEW R LARSON,PO BOX 100959,DENVER,CO,80250-0959,0000,03,3,1000,202310,1,04,000000000,2,01,202412,1,2,00,1,12,4980,10000,,P99,MATTHEW R LARSON TTEE
826598703,SABOT FOUNDATION,% HILARY HOBSON,PO BOX 4703,ENGLEWOOD,CO,80155-4703,0000,03,3,1000,201811,1,15,000000000,2,01,202509,4,4,01,0,09,101182,204371,204371,W30,EDWIN HAMMOND MEREDITH TTEE
826795173,APEX - WATER RESEARCH INSTITUTE,,434 S MCCULLOCH BLVD STE 2 # 7967,PUEBLO WEST,CO,81007-2854,0000,03,3,1200,201904,1,04,000000000,2,01,202412,6,5,00,1,12,2432211,619571,,E99,WILLIAM D BRANSON JR TTEE
827021742,ST BARNABAS EPISCOPAL CHURCH TR,% USAA FEDERAL SAVINGS BANK,33 N CHESTNUT ST,CORTEZ,CO,81321-3101,0000,92,0,1000,000000,0,00,000000000,0,12,202412,4,4,00,1,12,409027,116741,,,
827030107,MELISSA K ELIOT CREATED UNDER THE KULLGREN FAMILY CHARITABLE TR,,4335 E 17TH AVENUE PKWY,DENVER,CO,80220-1014,0000,92,0,1000,000000,0,00,000000000,0,12,202512,5,3,00,1,12,839905,60859,,,MELISSA K ELIOT TTEE
827113290,PREACHER SPRING FAMILY FOUNDATION,% SHANE BURTON,216 S 2ND ST APT 103,GRAND JCT,CO,81501-7822,0000,03,3,1278,201806,1,04,000000000,2,01,202412,2,1,00,1,12,19683,1,,T20,SHANE R BURTON TTEE
830173720,WHITE CROWN FEDERAL CREDIT UNION,,2001 LINCOLN ST STE 100,DENVER,CO,80202-3802,0000,01,3,1000,201704,0,00,000000000,1,01,,0,0,07,0,12,,,,,
830180354,DOME LAKE CLUB,% MARK GATES-TREASURER,144 S LAFAYETTE ST,DENVER,CO,80209-2522,0000,07,3,1000,193511,2,00,318000000,1,01,202512,4,4,01,0,12,318643,211632,211632,,
830208564,FEDERATION OF CHIROPRACTIC LICENSING BOARD,,5401 W 10TH ST STE 101,GREELEY,CO,80634-4468,0000,03,3,1000,196812,1,16,059205279,1,01,202412,6,6,01,0,12,3596839,1779891,1350919,W03,
830234545,CHEYENNE MOUNTAIN PUBLIC BROADCAST HOUSE INC,,1921 N WEBER ST,COLORADO SPGS,CO,80907-6903,0000,03,3,1200,197710,1,15,121000000,1,01,202409,6,5,01,0,09,1705487,943139,943139,A34Z,
830255426,WYOMING TENNIS ASSOCIATION INC,,9145 E KENYON AVE STE 201,DENVER,CO,80237-1819,0000,04,3,1000,198808,2,00,287000000,1,01,202412,4,4,01,0,12,209317,149477,149477,,
830291429,WYOMING QUARTER HORSE ASSOCIATION,% SUSAN NELSON,PO BOX 581,NIWOT,CO,80544-0581,0000,05,3,1000,202104,2,00,237000000,1,01,202510,3,3,01,0,10,76605,97016,97016,N69,
830299770,IDEA WILD,,420 RIDDLE DR,FORT COLLINS,CO,80521-1746,0000,03,3,1200,199207,1,15,199000000,1,01,202410,5,5,01,0,10,573281,529698,529698,U99Z,
830300897,PATTEN-DAVIS FOUNDATION,% AMY DAVIS,1325 E 7TH AVE,DENVER,CO,80218-3420,0000,03,3,1000,199907,1,04,602000000,1,01,202412,8,6,00,1,12,38611732,3102209,,T20,
830302519,FAMILY MOTOR COACH ASSOCIATION,% DONNA SONNENBERG,702 FAIRHURST ST,STERLING,CO,80751-4526,2609,07,9,1000,197501,2,00,299318000,5,01,202412,0,0,02,0,12,0,0,0,,HIGH PLAINS DRIFTERS
830309552,INTERNATIONAL SKIING FELLOWSHIP OF ROTARIANS,% LYNNE BECK,PO BOX 1255,TELLURIDE,CO,81435-1255,0000,07,3,1000,200712,2,00,000000000,1,01,202512,0,0,02,0,12,0,0,0,N68,
830309908,CENTRAL WYOMING CUTTING CLUB,,8489 COUNTY ROAD 98,NUNN,CO,80648-9752,0000,07,3,1000,200301,2,00,000000000,5,01,202506,3,4,01,0,06,25642,193426,193426,N50,
830321175,BURNT LAKE FOUNDATION,% KEZIA SKINNER,11238 DONLEY DR,PARKER,CO,80138-8064,0000,03,3,2000,199806,1,15,994149000,1,01,202412,0,0,02,0,12,0,0,0,B90,
830321435,NATIONAL BIT SPUR AND SADDLE COLLECTORS ASSOCIATION,% DON BAILEY,PO BOX 301,SIMLA,CO,80835-0301,0000,03,3,1000,202204,1,16,994040000,1,01,202512,0,0,02,0,12,0,0,0,A80,
830321619,NATIONAL FOUNDATION OF DENTISTRY FOR THE HANDICAPPED,,1800 15TH ST STE 100,DENVER,CO,80202-7134,7026,03,9,2000,198010,1,16,149000000,1,01,,0,0,02,0,06,,,,,DENTAL LIFELINE NETWORK-WY
830328155,SERIMUS FOUNDATION,,148 REMINGTON ST STE 100,FORT COLLINS,CO,80524-3444,0000,03,3,1000,200006,1,04,000000000,1,01,202412,6,4,00,1,12,4027574,285321,,T12,
830331053,THE SUSTAINABLE DEVELOPMENT INSTITUTE,% NEIL HARRISON,417 N SHERWOOD ST,FORT COLLINS,CO,80521-2031,0000,03,3,1200,200105,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,B99,
830331671,ROCKY MOUNTAIN CHAPTER OF THE VIETNAM HELICOPTER PILOTS ASSOCIA,% JAMES MCNAMEE,5 SUMMIT CEDAR DR,LITTLETON,CO,80127-3564,0000,19,3,1000,200203,1,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,W30,
830342620,GIRLS ON THE RUN OF THE GRAND VALLEY,% JILL HENWOOD,202 NORTH AVENUE SUITE 284,GRAND JUNCTION,CO,81501-7540,0000,03,3,1000,200404,1,15,000000000,1,01,202506,4,4,01,0,06,359722,459171,437460,N60,
830352302,FAITH WALK MINISTRY,% CHERYL D CURTIS,2328 MARION ST,DENVER,CO,80205-5249,0000,03,3,7100,200310,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
830353742,CARRON COFFEE HOUSE ASSOCIATION,,4771 S TABOR ST,MORRISON,CO,80465-1935,0000,03,3,1200,200512,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P82,
830353877,CENTRAL MOUNTAINS-REGIONAL EMERGENCY MEDICAL AND TRAUMA,% SEAN CAFFREY AGENT,PO BOX 5055,FRISCO,CO,80443-5055,0000,03,3,1000,200406,1,15,000000000,1,01,202506,4,4,01,0,06,220376,301532,301532,E60,CM-RETAC
830356464,VICTORY MINISTRIES OF LONGMONT,% ANWAR & ANGELA VEGA,1325 SHERMAN DR,LONGMONT,CO,80501-6135,7057,03,9,7000,198504,1,10,001029000,5,01,,0,0,06,0,08,,,,,VICTORY MINISTRIES LONGMONT
830357308,DECATUR STREET RESIDENCES INC,,2250 EATON ST GARDEN LEVEL,EDGEWATER,CO,80214-0000,0000,03,3,1000,200709,1,16,000000000,1,01,202409,5,4,01,0,09,792019,167476,167476,L990,
830357314,BROOK HAVEN APARTMENTS INC,,2250 EATON ST GARDEN LEVEL,EDGEWATER,CO,80214-0000,0000,03,3,1000,200708,1,15,000000000,1,01,202409,6,5,01,0,09,2507439,553806,553806,S20,
830359812,SUMMIT TIGERS AMERICAN LEGION BASEBALL INC,% DIANNE STUHR,PO BOX 2262,FRISCO,CO,80443-2262,0000,03,3,2000,200404,1,15,000000000,1,01,202412,4,3,01,0,12,129634,74227,51388,N63,
830362209,ENDOW,% THERESE A POLAKOVIC,6160 S SYRACUSE WAY STE 150,GREENWOOD VLG,CO,80111-4700,0000,03,3,1200,200410,1,15,031150120,1,01,202412,5,5,01,0,12,625164,682159,682159,V32,
830363348,SPRINGS RANCH ELEMENTARY PARENT TEACHER ORGANIZATION,,4350 CENTERVILLE DR,COLORADO SPGS,CO,80922-2406,0000,03,3,1000,200403,1,16,000000000,5,01,202406,0,0,02,0,06,0,0,0,B122,
830370363,ASIA HEARTBEAT,% DR BENTLEY C TATE,PO BOX 6419,COLORADO SPGS,CO,80934-6419,0000,03,3,1200,200406,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P73,
830374409,SILVERTON COMMUNITY RADIO,% KYLE ROBERTS,PO BOX 925,SILVERTON,CO,81433-0925,0000,03,3,1000,200610,1,16,000000000,1,01,202306,0,0,02,0,06,0,0,0,A34,
830380956,HEALTH CARE FOR ALL COLORADO FOUNDATION,% VINCE MARKOVICHICK,593 BLUE JAY DR,GOLDEN,CO,80401-0902,0000,03,3,1200,200410,1,15,000000000,1,01,202406,0,0,02,0,06,0,0,0,F05,
830386676,KNIGHTS OF COLUMBUS,% ROGELIO SEGURA,917 W 7TH AVE,FORT MORGAN,CO,80701-2811,0188,08,9,1000,194010,1,00,036029265,5,01,202506,0,0,02,0,06,0,0,0,,2619 MONSIGNOR EDWARD F DINAN ASSEM
830390659,INVISIBLE DISABILITIES ASSOCIATION,% WAYNE R CONNELL,PO BOX 4067,PARKER,CO,80134-1445,0000,03,3,1000,200607,1,15,000000000,1,01,202412,1,3,01,0,12,9957,75792,75792,G99,
830390663,WHERE IS GOD MINISTRIES,% WAYNE R CONNELL,PO BOX 2434,PARKER,CO,80134-1417,0000,03,3,1000,200703,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,X200,
830393234,CORNERSTONE CHRISTIAN CHURCH,% KENNETH G GREENE,5756 S BISCAY ST,AURORA,CO,80015-5127,0000,03,3,7000,200504,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
830394811,SIERRA HEIGHTS FELLOWSHIP,% THOMAS J MAHER,PO BOX 63089,COLORADO SPGS,CO,80962-3089,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
830394812,ALPHA OMEGA TRAINING INSTITUTE,% REV PAUL R BRETHEN,11852 HORSESHOE LN,PARKER,CO,80138-6273,1621,03,9,7000,196402,1,10,001000000,5,01,,0,0,06,0,12,,,,,
830395730,HERS,% UNIV OF DENVER - CHAMBERS CENTER,1901 E ASBURY AVE 220,DENVER,CO,80210-3302,0000,03,3,2000,200503,1,16,000000000,1,01,202408,6,6,01,0,08,3812778,3881710,3881710,B02,
830404196,PTA COLORADO CONGRESS,% PRAIRIE WINDS ELEMENTARY SCHOOL,579 E EARL DR,PUEBLO WEST,CO,81007-2152,0965,03,9,2000,194611,1,16,059035000,5,01,202506,0,0,02,0,06,0,0,0,,PRAIRIE WINDS ELEMENTARY PTA
830406566,CHRISTIAN MINISTRIES,% JOHN D HENDRICKSON,35595 RUNNING BROOK LN,ELIZABETH,CO,80107-7895,0000,03,3,7000,200601,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,X20,
830408981,COALDALE COMMUNITY BUILDING ASSOCIATION,% JULIA MICHEL,PO BOX 15,COALDALE,CO,81222-0015,0000,03,3,1000,200609,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A90,
830415706,ST JOSEPH CATHOLIC PARISH IN AKRON,,551 W 6TH ST,AKRON,CO,80720-1014,0928,03,9,7000,194603,1,10,031150120,5,01,201506,0,0,06,0,06,,,,,
830421315,FRATERNAL ORDER OF POLICE,,2309 E MAIN ST,TRINIDAD,CO,81082-2059,1199,08,9,1000,195210,1,00,000000000,5,01,202312,0,0,02,0,12,0,0,0,,51 SOUTHERN COLORADO LODGE
830426570,COLORADO FAST BREAK,% TIMOTHY GRIFFIN,3575 E 141ST DR,THORNTON,CO,80602-8870,0000,03,3,1000,200601,1,15,000000000,1,01,202404,0,0,02,0,04,0,0,0,N62,
830427649,CACHE LA POUDRE FIRE AND EMERGENCY GROUP INC,% BETTE BLINDE,PO BOX 952,LAPORTE,CO,80535-0952,0000,03,3,1000,200507,1,15,000000000,1,01,202412,6,3,01,0,12,1539116,69973,69973,M112,
830430224,DYC JUNIOR SAILING CLUB INC,% JAMES WELCH,PO BOX 4086,DILLON,CO,80435-4086,0000,03,3,1200,200706,1,16,000000000,1,01,202412,4,4,01,0,12,233284,124084,124084,N67,
830430609,FRIENDS OF GUEOUL INC,,PO BOX 6801,DENVER,CO,80206-0801,0000,03,3,2000,200702,1,15,000000000,1,01,202506,3,4,01,0,06,75420,194693,194693,B90,
830443860,HIGHER GROUND CHRISTIAN FELLOWSHIP,% VINCENT S FEENEY,16748-9C E SMOKY HILL RD BOX 110,CENTENNIAL,CO,80015-0000,0000,03,3,2700,200811,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
830454632,KNIGHTS OF COLUMBUS,% TERRY L VICE,1210 17 1/2 RD,FRUITA,CO,81521-9717,0188,08,9,1000,194010,1,00,036029265,1,01,202412,0,0,02,0,12,0,0,0,Y41,14006 SACRED HEART OF THE GRAND VAL
830458693,SOUTH CENTRAL RACING LLC,% EVE SONDHEIM,216 HUNT ST,SALIDA,CO,81201-3122,0000,03,3,1000,201603,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,N60,KENT GENE TOWNSEND MBR
830460302,LAS ANIMAS HELPING HANDS,% SHARON BARBER,PO BOX 576,LAS ANIMAS,CO,81054-0576,0000,03,3,1000,200608,1,15,000000000,1,01,202512,4,4,01,0,12,101282,132535,132535,P60,
830464962,ASSISTING CHRISTIAN INDIVIDUALS INT,% CHRISTINE JACKSON,PO BOX 1131,CLIFTON,CO,81520-1131,0000,03,3,1000,200701,1,15,000000000,1,01,202412,4,6,01,0,12,344842,1787526,1787526,,
830472501,KNIGHTS OF COLUMBUS,% JIM CROSSEY,PO BOX 716,FLORENCE,CO,81226-0716,0188,08,9,1000,194010,0,00,036029265,5,01,202512,0,0,02,0,12,0,0,0,,1225 COUNCIL ST BENEDICTS
830473258,BOULDER COMMUNITY MEDIA,% ALAN OHASHI,1650 YELLOW PINE AVE,BOULDER,CO,80304-2371,0000,03,3,1000,200906,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A320,
830473406,BUCKINGHAM IRRIGATION COMPANY,% ERIN MCCRIMMON,3508 CHEETAH DR,LOVELAND,CO,80537-3742,0000,12,3,1000,198408,2,00,250000000,1,01,202512,0,0,02,0,12,0,0,0,,
830480642,NORTH AMERICAN SOCIETY FOR SPORTS MANAGEMENT INC,% ROBIN AMMON JR,1420 AUSTIN BLUFFS PKWY,COLORADO SPGS,CO,80918-3733,0000,06,3,2000,200808,2,00,000000000,1,01,202412,4,4,01,0,12,444559,294466,294466,S41,
830488074,COLORADO MATH AND SCIENCE TECHNOLOGY ENGINEERING & EDUCATION,% ANGEL ABBUD-MADRID,1310 MAPLE ST,GOLDEN,CO,80401-1800,0000,03,3,2000,200806,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,B99,
830489240,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,% PAMELA S RUSSELL,33089 LITTLE BEAR DR,TRINIDAD,CO,81082-3982,1050,03,9,1200,196906,1,16,000000000,5,01,202412,0,0,02,0,12,0,0,0,,SANTA FE TRAIL DAR
830493084,MONTROSE HISPANIC FOURSQUARE CHURCH,% STERLING BRACKETT,PO BOX 1163,MONTROSE,CO,81402-1163,1061,03,9,7000,194910,1,10,325059927,5,01,,0,0,06,0,12,,,,,
830494129,A LITTLE HELP,% HILARY SIMMONS,2755 S LOCUST ST STE 220,DENVER,CO,80222-7132,0000,03,3,1000,200805,1,15,000000000,1,01,202412,5,6,01,0,12,502757,1231216,1198456,P81,
830494570,THE WILD BUNCH,% PERRY D REED,459 PALMER ST,DELTA,CO,81416-1737,0000,07,3,1000,200809,2,00,000000000,1,01,202512,0,0,02,0,12,0,0,0,N50,
830495627,THE LARRY R DIPASQUALE FOUNDATION INC,% JILL M DIPASQUALE,6800 S XANTHIA ST,CENTENNIAL,CO,80112-1432,0000,03,3,1200,200711,1,04,000000000,1,01,202412,4,2,00,1,12,309659,23512,,T20,
830496486,ROCKY MOUNTAIN KIDS INC,% LIQUORI FELICE,2210 E LASALLE ST 112,COLORADO SPRINGS,CO,80909-0000,0000,03,3,1000,200809,1,16,000000000,1,01,202412,6,6,01,0,12,1313696,2597784,2597784,P73,
